"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs_count","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_count_chg","oty_annual_avg_estabs_count_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"37165","0","10","70","0","2008","A","","Scotland County, North Carolina","Total Covered","Total, all industries","County, Total Covered","All establishment sizes",752,14003,420285631,163273100,3448183,577,30013,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",16,2.2,-415,-2.9,-1454,0.0,-2523731,-1.5,-551284,-13.8,16,2.9,863,3.0
"37165","1","10","71","0","2008","A","","Scotland County, North Carolina","Federal Government","Total, all industries","County, Total -- by ownership sector","All establishment sizes",8,55,2472946,0,0,862,44827,"",1.50,0.19,0.20,0.00,0.00,1.03,1.03,"",2,33.3,0,0.0,109652,4.6,0,0.0,0,0.0,38,4.6,1988,4.6
"37165","1","102","72","0","2008","A","","Scotland County, North Carolina","Federal Government","Service-providing","County, by Domain -- by ownership sector","All establishment sizes",8,55,2472946,0,0,862,44827,"",1.50,0.19,0.20,0.00,0.00,1.03,1.03,"",2,33.3,0,0.0,109652,4.6,0,0.0,0,0.0,38,4.6,1988,4.6
"37165","1","1021","73","0","2008","A","","Scotland County, North Carolina","Federal Government","Trade, transportation, and utilities","County, by Supersector -- by ownership sector","All establishment sizes",4,54,2401271,0,0,856,44537,"",1.53,0.63,0.81,0.00,0.00,1.29,1.29,"",0,0.0,0,0.0,104806,4.6,0,0.0,0,0.0,41,5.0,2141,5.1
"37165","1","1028","73","0","2008","A","","Scotland County, North Carolina","Federal Government","Public administration","County, by Supersector -- by ownership sector","All establishment sizes",4,1,71675,0,0,1103,57340,"",1.74,0.01,0.01,0.00,0.00,1.15,1.15,"",2,100.0,0,0.0,4846,7.3,0,0.0,0,0.0,-182,-14.2,-9489,-14.2
"37165","1","48-49","74","0","2008","A","","Scotland County, North Carolina","Federal Government","Transportation and warehousing","County, NAICS Sector -- by ownership sector","All establishment sizes",4,54,2401271,0,0,856,44537,"",1.57,0.68,0.86,0.00,0.00,1.26,1.26,"",0,0.0,0,0.0,104806,4.6,0,0.0,0,0.0,41,5.0,2141,5.1
"37165","1","491","75","0","2008","A","","Scotland County, North Carolina","Federal Government","Postal service","County, NAICS 3-digit -- by ownership sector","All establishment sizes",4,54,2401271,0,0,856,44537,"",1.58,0.70,0.89,0.00,0.00,1.28,1.28,"",0,0.0,0,0.0,104806,4.6,0,0.0,0,0.0,41,5.0,2141,5.1
"37165","1","4911","76","0","2008","A","","Scotland County, North Carolina","Federal Government","Postal service","County, NAICS 4-digit -- by ownership sector","All establishment sizes",4,54,2401271,0,0,856,44537,"",1.58,0.70,0.89,0.00,0.00,1.28,1.28,"",0,0.0,0,0.0,104806,4.6,0,0.0,0,0.0,41,5.0,2141,5.1
"37165","1","49111","77","0","2008","A","","Scotland County, North Carolina","Federal Government","Postal service","County, NAICS 5-digit -- by ownership sector","All establishment sizes",4,54,2401271,0,0,856,44537,"",1.58,0.70,0.89,0.00,0.00,1.28,1.28,"",0,0.0,0,0.0,104806,4.6,0,0.0,0,0.0,41,5.0,2141,5.1
"37165","1","491110","78","0","2008","A","","Scotland County, North Carolina","Federal Government","Postal service","County, NAICS 6-digit -- by ownership sector","All establishment sizes",4,54,2401271,0,0,856,44537,"",1.58,0.70,0.89,0.00,0.00,1.28,1.28,"",0,0.0,0,0.0,104806,4.6,0,0.0,0,0.0,41,5.0,2141,5.1
"37165","1","92","74","0","2008","A","","Scotland County, North Carolina","Federal Government","Public administration","County, NAICS Sector -- by ownership sector","All establishment sizes",4,1,71675,0,0,1103,57340,"",1.74,0.01,0.01,0.00,0.00,1.15,1.15,"",2,100.0,0,0.0,4846,7.3,0,0.0,0,0.0,-182,-14.2,-9489,-14.2
"37165","1","921","75","0","2008","A","","Scotland County, North Carolina","Federal Government","Executive, legislative and general government","County, NAICS 3-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"",4.90,0.00,0.00,0.00,0.00,0.00,0.00,"",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"37165","1","9211","76","0","2008","A","","Scotland County, North Carolina","Federal Government","Executive, legislative and general government","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"",4.90,0.00,0.00,0.00,0.00,0.00,0.00,"",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"37165","1","92119","77","0","2008","A","","Scotland County, North Carolina","Federal Government","Other general government support","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"",6.77,0.00,0.00,0.00,0.00,0.00,0.00,"",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"37165","1","921190","78","0","2008","A","","Scotland County, North Carolina","Federal Government","Other general government support","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"",6.77,0.00,0.00,0.00,0.00,0.00,0.00,"",0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
"37165","1","926","75","0","2008","A","","Scotland County, North Carolina","Federal Government","Administration of economic programs","County, NAICS 3-digit -- by ownership sector","All establishment sizes",3,1,71675,0,0,1103,57340,"",3.82,0.04,0.06,0.00,0.00,1.13,1.13,"",2,200.0,0,0.0,4846,7.3,0,0.0,0,0.0,-182,-14.2,-9489,-14.2
"37165","1","9261","76","0","2008","A","","Scotland County, North Carolina","Federal Government","Administration of economic programs","County, NAICS 4-digit -- by ownership sector","All establishment sizes",3,1,71675,0,0,1103,57340,"",3.82,0.04,0.06,0.00,0.00,1.13,1.13,"",2,200.0,0,0.0,4846,7.3,0,0.0,0,0.0,-182,-14.2,-9489,-14.2
"37165","1","92611","77","0","2008","A","","Scotland County, North Carolina","Federal Government","Administration of general economic programs","County, NAICS 5-digit -- by ownership sector","All establishment sizes",2,0,2480,0,0,191,9920,"",8.12,0.00,0.01,0.00,0.00,0.19,0.19,"N",2,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"37165","1","926110","78","0","2008","A","","Scotland County, North Carolina","Federal Government","Administration of general economic programs","County, NAICS 6-digit -- by ownership sector","All establishment sizes",2,0,2480,0,0,191,9920,"",8.12,0.00,0.01,0.00,0.00,0.19,0.19,"N",2,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"37165","1","92614","77","0","2008","A","","Scotland County, North Carolina","Federal Government","Agricultural market and commodity regulation","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,1,69195,0,0,1331,69195,"",3.21,0.19,0.31,0.00,0.00,1.61,1.61,"",0,0.0,0,0.0,2366,3.5,0,0.0,0,0.0,46,3.6,2366,3.5
"37165","1","926140","78","0","2008","A","","Scotland County, North Carolina","Federal Government","Agricultural market and commodity regulation","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,1,69195,0,0,1331,69195,"",3.21,0.19,0.31,0.00,0.00,1.61,1.61,"",0,0.0,0,0.0,2366,3.5,0,0.0,0,0.0,46,3.6,2366,3.5
"37165","2","10","71","0","2008","A","","Scotland County, North Carolina","State Government","Total, all industries","County, Total -- by ownership sector","All establishment sizes",17,483,17515765,0,0,698,36271,"",3.03,1.00,1.15,0.00,0.00,1.15,1.15,"",0,0.0,7,1.5,1498328,9.4,0,0.0,0,0.0,51,7.9,2603,7.7
"37165","2","102","72","0","2008","A","","Scotland County, North Carolina","State Government","Service-providing","County, by Domain -- by ownership sector","All establishment sizes",17,483,17515765,0,0,698,36271,"",3.12,1.02,1.17,0.00,0.00,1.15,1.15,"",0,0.0,7,1.5,1498328,9.4,0,0.0,0,0.0,51,7.9,2603,7.7
"37165","2","1024","73","0","2008","A","N","Scotland County, North Carolina","State Government","Professional and business services","County, by Supersector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",13.01,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"37165","2","1028","73","0","2008","A","N","Scotland County, North Carolina","State Government","Public administration","County, by Supersector -- by ownership sector","All establishment sizes",16,0,0,0,0,0,0,"N",3.96,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"37165","2","56","74","0","2008","A","N","Scotland County, North Carolina","State Government","Administrative and waste services","County, NAICS Sector -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",22.45,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"37165","2","561","75","0","2008","A","N","Scotland County, North Carolina","State Government","Administrative and support services","County, NAICS 3-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",22.62,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"37165","2","5613","76","0","2008","A","N","Scotland County, North Carolina","State Government","Employment services","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",26.43,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"37165","2","56131","77","0","2008","A","N","Scotland County, North Carolina","State Government","Employment placement and executive search","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",26.49,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"37165","2","561311","78","0","2008","A","N","Scotland County, North Carolina","State Government","Employment placement agencies","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",26.49,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
