"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs_count","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_count_chg","oty_annual_avg_estabs_count_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"31025","0","10","70","0","2000","A","","Cass County, Nebraska","Total Covered","Total, all industries","County, Total Covered","All establishment sizes",501,4702,103189546,0,0,422,21946,"",1.00,1.00,1.00,0.00,0.00,1.00,1.00,"",1,0.2,22,0.5,3316005,3.3,0,0.0,0,0.0,12,2.9,606,2.8
"31025","1","10","71","0","2000","A","","Cass County, Nebraska","Federal Government","Total, all industries","County, Total -- by ownership sector","All establishment sizes",3,90,2616583,0,0,561,29154,"",0.94,0.87,0.88,0.00,0.00,1.02,1.01,"",0,0.0,9,11.1,248886,10.5,0,0.0,0,0.0,-3,-0.5,-167,-0.6
"31025","1","102","72","0","2000","A","","Cass County, Nebraska","Federal Government","Service-providing","County, by Domain -- by ownership sector","All establishment sizes",3,90,2616583,0,0,561,29154,"",0.94,0.88,0.90,0.00,0.00,1.02,1.02,"",0,0.0,9,11.1,248886,10.5,0,0.0,0,0.0,-3,-0.5,-167,-0.6
"31025","1","1021","73","0","2000","A","","Cass County, Nebraska","Federal Government","Trade, transportation, and utilities","County, by Supersector -- by ownership sector","All establishment sizes",1,67,2027776,0,0,582,30265,"",0.82,1.89,2.20,0.00,0.00,1.16,1.16,"",0,0.0,-1,-1.5,47326,2.4,0,0.0,0,0.0,19,3.4,997,3.4
"31025","1","1028","73","0","2000","A","","Cass County, Nebraska","Federal Government","Public administration","County, by Supersector -- by ownership sector","All establishment sizes",2,23,588807,0,0,498,25882,"",1.19,0.44,0.37,0.00,0.00,0.84,0.84,"",0,0.0,10,76.9,201560,52.0,0,0.0,0,0.0,-71,-12.5,-3716,-12.6
"31025","1","48-49","74","0","2000","A","","Cass County, Nebraska","Federal Government","Transportation and warehousing","County, NAICS Sector -- by ownership sector","All establishment sizes",1,67,2027776,0,0,582,30265,"",0.85,2.04,2.31,0.00,0.00,1.13,1.13,"",0,0.0,-1,-1.5,47326,2.4,0,0.0,0,0.0,19,3.4,997,3.4
"31025","1","491","75","0","2000","A","","Cass County, Nebraska","Federal Government","Postal service","County, NAICS 3-digit -- by ownership sector","All establishment sizes",1,67,2027776,0,0,582,30265,"",0.86,2.10,2.44,0.00,0.00,1.16,1.16,"",0,0.0,-1,-1.5,47326,2.4,0,0.0,0,0.0,19,3.4,997,3.4
"31025","1","4911","76","0","2000","A","","Cass County, Nebraska","Federal Government","Postal service","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,67,2027776,0,0,582,30265,"",0.86,2.10,2.44,0.00,0.00,1.16,1.16,"",0,0.0,-1,-1.5,47326,2.4,0,0.0,0,0.0,19,3.4,997,3.4
"31025","1","49111","77","0","2000","A","","Cass County, Nebraska","Federal Government","Postal service","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,67,2027776,0,0,582,30265,"",0.86,2.10,2.44,0.00,0.00,1.16,1.16,"",0,0.0,-1,-1.5,47326,2.4,0,0.0,0,0.0,19,3.4,997,3.4
"31025","1","491110","78","0","2000","A","","Cass County, Nebraska","Federal Government","Postal service","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,67,2027776,0,0,582,30265,"",0.86,2.10,2.44,0.00,0.00,1.16,1.16,"",0,0.0,-1,-1.5,47326,2.4,0,0.0,0,0.0,19,3.4,997,3.4
